code,description,manufacturer,car_type,category,common_cause,fix_tip
P1185,Engine Oil Temperature Circuit,GM,,,,
P1186,EOT Circuit Performance,GM,,,,
P1187,EOT Sensor Circuit Low Voltage,GM,,,,
P1188,EOT Sensor Circuit High Voltage,GM,,,,
P1189,Engine Oil Pressure Switch Circuit,GM,,,,
P1190,Engine Vacuum Leak,GM,,,,
P1191,Intake Air Duct Air Leak,GM,,,,
P1200,Injector Control Circuit,GM,,,,
P1201,Alternative Fuel Gas Mass Sensor Circuit Range Performance,GM,,,,
P1202,Alternative Fuel Gas Mass Sensor Circuit Low Frequency,GM,,,,
P1203,Alternative Fuel Gas Mass Sensor Circuit High Frequency,GM,,,,
P1211,Mass Air Flow Circuit Intermittent High,GM,,,,
P1212,Mass Air Flow Circuit Intermittent Low,GM,,,,
P1214,Injection Pump Timing Offset,GM,,,,
P1215,Ground Fault Detection Indicated,GM,,,,
P1216,Fuel Solenoid Response Time Too Short,GM,,,,
P1217,Fuel Solenoid Response Time Too Long,GM,,,,
P1218,Injection Pump Calibration Circuit,GM,,,,
P1219,Throttle Position Sensor Reference Voltage,GM,,,,
P1220,Throttle Position (TP) Sensor 2 Circuit,GM,,,,
P1221,Throttle Position (TP) Sensor 1 2 Correlation,GM,,,,
P1222,Injector Control Circuit Intermittent,GM,,,,
P1225,Injector Circuit Cylinder 2 Intermittent,GM,,,,
P1228,Injector Circuit Cylinder 3 Intermittent,GM,,,,
P1231,Injector Circuit Cylinder 4 Intermittent,GM,,,,
P1234,Injector Circuit Cylinder 5 Intermittent,GM,,,,
P1237,Injector Circuit Cylinder 6 Intermittent,GM,,,,
P1240,Injector Circuit Cylinder 7 Intermittent,GM,,,,
P1243,Injector Circuit Cylinder 8 Intermittent,GM,,,,
P1245,Intake Plenum Switchover Valve,GM,,,,
P1250,Early Fuel Evaporation Heater Circuit,GM,,,,
P1257,Supercharger System Overboost,GM,,,,
P1258,Engine Coolant Overtemperature Protection Mode Active,GM,,,,
P1260,Last Test Failed SCC Or Theft Detected Vehicle Immobilized,GM,,,,
P1270,Accelerator Pedal Position Sensor A/D Converter Error,GM,,,,
P1271,APP Sensor 1 2 Performance,GM,,,,
P1272,Accelerator Pedal Position Sensor 2,GM,,,,
P1273,Accelerator Pedal Position Sensor 1,GM,,,,
P1274,Injectors Wired Incorrectly,GM,,,,
P1275,Accelerator Pedal Position (APP) Sensor 1 Circuit,GM,,,,
P1276,Accelerator Pedal Position (APP) Sensor 1 Performance,GM,,,,
P1277,Accelerator Pedal Position Sensor 1 Circuit Low Voltage,GM,,,,
P1278,Accelerator Pedal Position Sensor 1 Circuit High Voltage,GM,,,,
P1280,Accelerator Pedal Position (APP) Sensor 2 Circuit,GM,,,,
P1281,Accelerator Pedal Position (APP) Sensor 2 Performance,GM,,,,
P1282,Accelerator Pedal Position Sensor 2 Circuit Low Voltage,GM,,,,
P1283,Accelerator Pedal Position Sensor 2 Circuit High Voltage,GM,,,,
P1285,Accelerator Pedal Position (APP) Sensor 3 Circuit,GM,,,,
P1286,Accelerator Pedal Position (APP) Sensor 3 Performance,GM,,,,
P1287,Accelerator Pedal Position Sensor 3 Circuit Low Voltage,GM,,,,
P1288,Accelerator Pedal Position Sensor 3 Circuit High Voltage,GM,,,,
P1300,Ignitor Circuit,GM,,,,
P1305,Ignition Coil 2 Primary Feedback Circuit,GM,,,,
P1310,Ignition Coil 3 Primary Feedback Circuit,GM,,,,
P1315,Ignition Coil 4 Primary Feedback Circuit,GM,,,,
P1320,IC Module 4X Ref Circuit Intermittent No Pulses,GM,,,,
P1321,Electronic Ignition System Fault Line,GM,,,,
P1322,EI System Or Ignition Control Missing,GM,,,,
P1323,24X Reference Circuit Low Frequency,GM,,,,
P1324,Crank RPM Too Low,GM,,,,
P1335,CKP Circuit,GM,,,,
P1336,Crankshaft Position (CKP) System Variation Not Learned,GM,,,,
P1345,CKP/CMP Correlation,GM,,,,
P1346,Intake Camshaft Position (CMP) Sensor System Performance,GM,,,,
P1350,Ignition Control System,GM,,,,
P1351,IC Circuit High Voltage,GM,,,,
P1352,IC Output High Pulse Detected When Grounded Cyl 2,GM,,,,
P1353,IC Output High Pulse Detected When Grounded Cyl 3,GM,,,,
P1354,IC Output High Pulse Detected When Grounded Cyl 4,GM,,,,
P1355,IC Output High Pulse Detected When Grounded Cyl 5,GM,,,,
P1356,IC Output High Pulse Detected When Grounded Cyl 6,GM,,,,
P1357,IC Output High Pulse Detected When Grounded Cyl 7,GM,,,,
P1358,IC Output High Pulse Detected When Grounded Cyl 8,GM,,,,
P1359,Ignition Control Circuit Group A,GM,,,,
P1360,Ignition Control Circuit Group B,GM,,,,
P1361,IC Circuit Low Voltage,GM,,,,
P1362,IC Cylinder 2 Not Toggling After Enable,GM,,,,
P1363,IC Cylinder 3 Not Toggling After Enable,GM,,,,
P1364,IC Cylinder 4 Not Toggling After Enable,GM,,,,
P1365,IC Cylinder 5 Not Toggling After Enable,GM,,,,
P1366,IC Cylinder 6 Not Toggling After Enable,GM,,,,
P1367,IC Cylinder 7 Not Toggling After Enable,GM,,,,
P1368,IC Cylinder 8 Not Toggling After Enable,GM,,,,
P1370,IC Module 4X Reference Circuit Too Many Pulses,GM,,,,
P1371,DI Low Resolution Circuit,GM,,,,
P1372,Crankshaft Position Sensor Circuit Performance,GM,,,,
P1374,3X Reference Circuit,GM,,,,
P1375,24X Reference Circuit High Voltage,GM,,,,
P1376,Ignition Ground Circuit,GM,,,,
P1377,IC Module CAM Pulse To 4X Reference Pulse Comparison,GM,,,,
P1380,Misfire Detected Rough Road Data Not Available,GM,,,,
P1381,Misfire Detected No Communication with Brake Control Module,GM,,,,
P1390,Wheel Speed Sensor 1 G-Sensor Circuit,GM,,,,
P1391,Wheel Speed Sensor 1 G-Sensor Circuit Performance,GM,,,,
P1392,Wheel Speed Sensor 1 G-Sensor Circuit Low Voltage,GM,,,,
P1393,Wheel Speed Sensor 1 G-Sensor Circuit High Voltage,GM,,,,
P1394,Wheel Speed Sensor 1 G-Sensor Circuit Intermittent,GM,,,,
P1395,Wheel Speed Sensor 2 G-Sensor Circuit,GM,,,,
P1396,Wheel Speed Sensor 2 G-Sensor Circuit Performance,GM,,,,
P1397,Wheel Speed Sensor 2 G-Sensor Circuit Low Voltage,GM,,,,
P1398,Wheel Speed Sensor 2 G-Sensor Circuit High Voltage,GM,,,,
P1399,Wheel Speed Sensor 2 G-Sensor Circuit Intermittent,GM,,,,
P1403,Exhaust Gas Recirculation System Valve 1,GM,,,,
P1404,Exhaust Gas Recirculation System Valve 2,GM,,,,
P1405,Exhaust Gas Recirculation System Valve 3,GM,,,,
P1406,EGR Valve Pintle Position Circuit,GM,,,,
P1407,EGR Air Intrusion In Exhaust Supply To EGR Valve,GM,,,,
P1408,Intake Manifold Pressure Sensor Circuit,GM,,,,
P1409,EGR Vacuum System Leak,GM,,,,
P1410,Fuel Tank Pressure System,GM,,,,
P1415,Secondary Air Injection (AIR) System,GM,,,,
P1416,AIR System Bank 1,GM,,,,
P1418,Secondary Air Injection System Relay A Control Circuit High,GM,,,,
P1420,Intake Air Low Pressure Switch Circuit Low Voltage,GM,,,,
P1421,Intake Air Low Pressure Switch Circuit High Voltage,GM,,,,
P1423,Intake Air High Pressure Switch Circuit High Voltage,GM,,,,
P1431,Fuel Level Sensor 2 Performance,GM,,,,
P1432,Fuel Level Sensor 2 Circuit Low Voltage,GM,,,,
P1433,Fuel Level Sensor 2 Circuit High Voltage,GM,,,,
P1441,Evaporative Emission (EVAP) System Flow During Non-Purge,GM,,,,
P1442,EVAP Vacuum Switch High Voltage During Ignition On,GM,,,,
P1450,Barometric Pressure Sensor Circuit,GM,,,,
P1451,Barometric Pressure Sensor Performance,GM,,,,
P1460,Cooling Fan Control System,GM,,,,
P1480,Cooling Fan 1 Control Circuit High,GM,,,,
P1483,Engine Coolilng System Performance,GM,,,,
P1500,Starter Signal Circuit,GM,,,,
P1501,Vehicle Speed Sensor Circuit Intermittent,GM,,,,
P1502,Theft Deterrent System No Password Received,GM,,,,
P1503,Theft Deterrent System Password Incorrect,GM,,,,
P1504,Vehicle Speed Output Circuit,GM,,,,
P1508,IAC System Low RPM,GM,,,,
P1509,IAC System High RPM,GM,,,,
P1510,Back UP Power Supply,GM,,,,
P1511,Throttle Control System Backup System Performance,GM,,,,
P1514,Throttle Body Performance,GM,,,,
P1515,Control Module Throttle Actuator Position Performance,GM,,,,
P1516,Throttle Actuator Control (TAC) Module Throttle Actuator Position Performance,GM,,,,
P1517,Throttle Actuator Control (TAC) Module Performance,GM,,,,
P1518,Throttle Actuator Control (TAC) Module Serial Data Circuit,GM,,,,
P1519,Electronic Throttle Module Low Volts Communication Disable,GM,,,,
P1520,Gear Indicator System,GM,,,,
P1521,Transmission Engaged At High Throttle Angle,GM,,,,
P1522,Park Neutral To Drive Reverse At High RPM,GM,,,,
P1523,Electronic Throttle Control Throttle Return,GM,,,,
P1524,TP Sensor Learned CI Throttle Angle Out Of Range,GM,,,,
P1525,Throttle Body Service Required,GM,,,,
P1526,TP Sensor Learn Not Complete,GM,,,,
P1527,Transmission Range Pressure Switch Comparison,GM,,,,
P1528,Governor,GM,,,,
P1529,Heated Windshield Request Problem,GM,,,,
P1530,Ignition Timing Adjustment Switch Circuit,GM,,,,
P1531,A/C Low Side Temerature Sensor Fault,GM,,,,
P1532,A/C Evaporator Temperature Sensor Circuit Low Voltage,GM,,,,
P1533,A/C Evaporator Temperature Sensor Circuit High Voltage,GM,,,,
P1534,A/C High Side Temperature Sensor Low Voltage,GM,,,,
P1535,A/C High Side Temperature Sensor Circuit,GM,,,,
P1536,A/C System ECT Overtemperature,GM,,,,
P1537,A/C Request Circuit Low Voltage,GM,,,,
P1538,A/C Request Circuit High Voltage,GM,,,,
P1539,Air Conditioning (A/C) Clutch Feedback Circuit High Voltage,GM,,,,
P1540,A/C System High Pressure,GM,,,,
P1541,A/C High Side Over Temperature,GM,,,,
P1542,A/C System High Pressure High Temperature,GM,,,,
P1543,A/C System Performance,GM,,,,
P1544,A/C Refrigerant Condition Very Low,GM,,,,
P1545,A/C Clutch Relay Control Circuit,GM,,,,
P1546,Air Conditioning (A/C) Clutch Feedback Circuit Low Voltage,GM,,,,
P1547,A/C System Performance Degraded,GM,,,,
P1548,A/C Recirculation Circuit,GM,,,,
P1554,Cruise Engaged Circuit High Voltage,GM,,,,
P1555,Electronic Variable Orifice Output,GM,,,,
P1558,Cruise Control Servo Indicates Low,GM,,,,
P1559,Cruise Control Power Management Mode,GM,,,,
P1560,Cruise Control System Transaxle Not In Drive,GM,,,,
P1561,Cruise Vent Solenoid,GM,,,,
P1562,Cruise Vacuum Solenoid,GM,,,,
P1563,Cruise Vehicle Speed Set Speed Difference Too High,GM,,,,
P1564,Cruise Control System Vehicle Accel Too High,GM,,,,
P1565,Cruise Servo Position Sensor,GM,,,,
P1566,Cruise Control System Engine RPM Too High,GM,,,,
P1567,Cruise Control System Active Braking Control Active,GM,,,,
P1568,Cruise Servo Stroke Greater Than Commanded In Cruise,GM,,,,
P1569,Cruise Servo Stroke High While Not In Cruise,GM,,,,
P1570,Cruise Control System Traction Control Active,GM,,,,
P1571,TCS PWM Circuit No Frequency,GM,,,,
P1572,ASR Active Circuit Low Too Long,GM,,,,
P1573,PCM EBTCM Serial Data Circuit,GM,,,,
P1574,Stoplamp Switch Circuit,GM,,,,
P1575,Extended Travel Brake Switch Circuit,GM,,,,
P1576,BBV Sensor Circuit High Voltage,GM,,,,
P1577,BBV Sensor Circuit Low Voltage,GM,,,,
P1578,BBV Sensor Circuit Low Vacuum,GM,,,,
P1579,P/N To D/R At High Throttle Angle,GM,,,,
P1580,Cruise Move Circuit Low Voltage,GM,,,,
P1581,Cruise Move Circuit High Voltage,GM,,,,
P1582,Cruise Direction Circuit Low Voltage,GM,,,,
P1583,Cruise Direction Circuit High Volume,GM,,,,
P1584,Cruise Control Disabled,GM,,,,
P1585,Cruise Inhibit Control Circuit,GM,,,,
P1586,Cruise Control Brake Switch 2 Circuit,GM,,,,
P1587,Cruise Control Clutch Control Circuit Low,GM,,,,
P1588,Cruise Control Clutch Control Circuit High,GM,,,,
P1599,Engine Stall Or Near Stall Detected,GM,,,,
P1600,PCM Battery,GM,,,,
P1601,Serial Communication Problem With Device 1,GM,,,,
P1602,Loss Of EBTCM Serial Data,GM,,,,
P1603,Loss Of SDM Serial Data,GM,,,,
P1604,Loss Of IPC Serial Data,GM,,,,
P1605,Loss Of HVAX Serial Data,GM,,,,
P1606,Serial Communication Problem With Device 6,GM,,,,
P1607,Serial Communication Problem With Device 7,GM,,,,
P1608,Serial Communication Problem With Device 8,GM,,,,
P1609,Loss Of TCS Serial Data,GM,,,,
P1610,Loss Of PZM Serial Data,GM,,,,
P1611,Loss Of CVRTD Serial Data,GM,,,,
P1612,Loss Of IPM Serial Data,GM,,,,
P1613,Loss Of DIM Serial Data,GM,,,,
P1614,Loss Of RIM Serial Data,GM,,,,
P1615,Loss Of VTD Serial Data,GM,,,,
P1617,Engine Oil Level Switch Circuit,GM,,,,
P1619,Engine Oil Life Monitor Reset Circuit,GM,,,,
P1620,Low Coolant Circuit,GM,,,,
P1621,PCM Memory Performance,GM,,,,
P1622,Cylinder Select,GM,,,,
P1623,Transmission Temp Pull-Up Resistor,GM,,,,
P1624,Customer Snapshot Data Available,GM,,,,
P1625,PCM System Reset,GM,,,,
P1626,Theft Deterrent Fuel Enable Signal Lost,GM,,,,
P1627,A/D Performance,GM,,,,
P1628,ECT Pull-Up Resistor,GM,,,,
P1629,Theft Deterrent System Cranking Signal,GM,,,,
P1630,Theft Deterrent Learn Mode Active,GM,,,,
P1631,Theft Deterrent Start Enable Signal Not Correct,GM,,,,
P1632,Theft Deterrent System Fuel Disabled,GM,,,,
P1633,Ignition Supply Power Circuit Low Voltage,GM,,,,
P1634,Ignition 1 Power Circuit Low Voltage,GM,,,,
P1635,5 Volt Reference 1 Circuit,GM,,,,
P1636,PCM Stack Overrun,GM,,,,
P1637,Generator L-Terminal Circuit,GM,,,,
P1638,Generator F-Terminal Circuit,GM,,,,
P1639,5 Volt Reference 2 Circuit,GM,,,,
P1640,Driver 1 Input High Voltage,GM,,,,
P1641,FC Relay 1 Control Circuit,GM,,,,
P1642,FC Relay 2 And 3 Control Circuit,GM,,,,
P1643,Engine Speed Output Circuit,GM,,,,
P1644,TP Output Circuit,GM,,,,
P1645,EVAP Solenoid Output Circuit,GM,,,,
P1646,Driver 1 Line 6,GM,,,,
P1647,Driver 1 Line 7,GM,,,,
P1650,Driver 2 Input High Voltage,GM,,,,
P1651,Fan 1 Relay Control Circuit,GM,,,,
P1652,Powertrain Induced Chassis Pitch Output Circuit,GM,,,,
P1653,Oil Level Lamp Control Circuit,GM,,,,
P1654,Service Throttle Soon Lamp Control Circuit,GM,,,,
P1655,EVAP Purge Solenoid Control Circuit,GM,,,,
P1656,Driver 2 Line 6,GM,,,,
P1657,1 4 Upshift Solenoid Control Circuit,GM,,,,
P1658,Starter Enable Relay Control Circuit,GM,,,,
P1660,Cooling Fans Control Circuit,GM,,,,
P1661,MIL Control Circuit,GM,,,,
P1662,Cruise Control Inhibit Control Circuit,GM,,,,
P1663,Oil Life Lamp Control Circuit,GM,,,,
P1664,1 4 Upshift Lamp Control Circuit,GM,,,,
P1665,Driver 3 Line 5,GM,,,,
P1666,Driver 3 Line 6,GM,,,,
P1667,Reverse Inhibit Solenoid Control Circuit,GM,,,,
P1669,ABS Unit Expected,GM,,,,
P1670,Driver 4,GM,,,,
P1671,Driver 4 Line 1,GM,,,,
P1672,Low Engine Oil Level Lamp Control Circuit,GM,,,,
P1673,Engine Hot Lamp Control Circuit,GM,,,,
P1674,Tachometer Control Circuit,GM,,,,
P1675,EVAP Vent Solenoid Control Circuit,GM,,,,
P1676,Driver 4 Line 6,GM,,,,
P1677,Driver 4 Line 7,GM,,,,
P1680,Driver 5,GM,,,,
P1681,Driver 5 Line 1,GM,,,,
P1682,Driver 5 Line 2,GM,,,,
P1683,Driver 5 Line 3,GM,,,,
P1684,Driver 5 Line 4,GM,,,,
P1685,Driver 5 Line 5,GM,,,,
P1686,Driver 5 Line 6,GM,,,,
P1687,Driver 5 Line 7,GM,,,,
P1689,Delivered Torque Circuit Fault,GM,,,,
P1690,ECM Loop Overrun,GM,,,,
P1691,Coolant Gage Circuit Low Voltage,GM,,,,
P1692,Coolant Gage Circuit High Voltage,GM,,,,
P1693,Tachometer Circuit Low Voltage,GM,,,,
P1694,Tachometer Circuit High Voltage,GM,,,,
P1695,Remote Keyless Entry Circuit Low,GM,,,,
P1696,Remote Keyless Entry Voltage High,GM,,,,
P1700,Transmission MIL Request,GM,,,,
P1701,Transmission MIL Request Circuit,GM,,,,
P1705,P/N Signal Output Circuit,GM,,,,
P1740,Transmission Torque Reduction Request Circuit,GM,,,,
P1743,TP Signal From ECM,GM,,,,
P1760,ECM Supply Voltage Interrupted,GM,,,,
P1779,Engine Torque Delivered To TCM Signal,GM,,,,
P1780,Park Neutral Position (PNP) Switch Circuit Engine Torque Signal Circuit,GM,,,,
P1790,Transmission Control Module Checksum,GM,,,,
P1791,Transmission Control Module Loop,GM,,,,
P1792,Transmission Control Module Reprogrammable Memory,GM,,,,
P1793,Transmission Control Module Stack Overrun,GM,,,,
P1795,CAN Bus Throttle Body Position,GM,,,,
P1800,TCM Power Control Relay Circuit Open,GM,,,,
P1801,Performance Selector Switch Failure,GM,,,,
P1804,Ground Control Relay,GM,,,,
P1810,TFP Valve Position Switch Circuit,GM,,,,
P1811,Maximum Adapt And Long Shift,GM,,,,
P1812,Transmission Over Temperature Condition,GM,,,,
P1813,Torque Control,GM,,,,
P1814,Torque Converter Overstressed,GM,,,,
P1815,Transmission Range Switch Start In Wrong Range,GM,,,,
P1816,TFP Valve Position Switch Park Neutral With Drive Ratio,GM,,,,
P1817,TFP Valve Position Switch Reverse With Drive Ratio,GM,,,,
P1818,TFP Valve Position Switch Drive Without Drive Ratio,GM,,,,
P1819,Internal Mode Switch No Start Wrong Range,GM,,,,
P1820,Internal Mode Switch Circuit A Low,GM,,,,
P1822,Internal Mode Switch Circuit B High,GM,,,,
P1823,Internal Mode Switch Circuit P Low,GM,,,,
P1825,Internal Mode Switch Illegal Range,GM,,,,
P1826,Internal Mode Switch Circuit C High,GM,,,,
P1831,PC Solenoid Power Circuit Low Voltage,GM,,,,
P1833,A/T Solenoids Power Circuit Low Voltage,GM,,,,
P1835,Kick-Down Switch,GM,,,,
P1836,Kick-Down Switch Failed Open,GM,,,,
P1837,Kick-Down Switch Failed Short,GM,,,,
P1842,1 2 Shift Solenoid Circuit Low Voltage,GM,,,,
P1843,1 2 Shift Solenoid Circuit High Voltage,GM,,,,
P1844,Torque Reduction Signal Circuit Desired By TCM,GM,,,,
P1845,Transmission Gear Ratio Output Circuit,GM,,,,
P1847,2 3 Shift Solenoid Circuit High Voltage,GM,,,,
P1850,Brake Band Apply Solenoid Circuit,GM,,,,
P1851,Brake Band Apply Solenoid Performance,GM,,,,
P1852,Brake Band Apply Solenoid Low Voltage,GM,,,,
P1853,Brake Band Apply Solenoid High Voltage,GM,,,,
P1860,TCC PWM Solenoid Circuit Electrical,GM,,,,
P1864,Torque Converter Clutch Circuit,GM,,,,
P1868,Transmission Fluid Life,GM,,,,
P1870,Transmission Component Slipping,GM,,,,
P1871,Undefined Gear Ratio,GM,,,,
P1873,TCC Stator Temp Switch Circuit Low,GM,,,,
P1874,TCC Stator Temp Switch Circuit High,GM,,,,
P1875,4WD Low Switch Circuit,GM,,,,
P1884,TCC Enable Shift Light Circuit,GM,,,,
P1886,Shift Timing Solenoid,GM,,,,
P1887,TCC Release Switch Circuit,GM,,,,
P1890,ECM Data Input Circuit,GM,,,,
P1891,Throttle Position Sensor PWM Signal Low,GM,,,,
P1892,Throttle Position Sensor PWM Signal High,GM,,,,
P1893,Engine Torque Signal Low Voltage,GM,,,,
P1894,Engine Torque Signal High Voltage,GM,,,,
P1895,TCM To ECM Torque Reduction Circuit,GM,,,,
P1031,HO2S Heater Current Monitor Control Circuit Sensors 1,GMC,,,,
P1032,HO2S Heater Warm Up Control Circuit Sensors 1,GMC,,,,
P1105,Secondary Vacuum Sensor Circuit,GMC,,,,
P1106,MAP Sensor Circuit Intermittent High Voltage,GMC,,,,
P1107,MAP Sensor Circuit Intermittent Low Voltage,GMC,,,,
P1108,BARO To MAP Sensor Circuit Comparison Too High,GMC,,,,
P1109,Secondary Port Throttle System,GMC,,,,
P1111,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage,GMC,,,,
P1112,Intake Air Temperature (IAT) Sensor Circuit Intermittent Low Voltage,GMC,,,,
P1113,Intake Resonance Switchover Valve Circuit,GMC,,,,
P1114,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent Low Voltage,GMC,,,,
P1115,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent High Voltage,GMC,,,,
P1116,ECT Signal Unstable Or Intermittent,GMC,,,,
P1117,Engine Coolant Temp Signal Out Of Range Low,GMC,,,,
P1118,Engine Coolant Temp Signal Out Of Range High,GMC,,,,
P1119,ECT Signal Out Of Range With TFT Sensor,GMC,,,,
P1120,Throttle Position (TP) Sensor 1 Circuit,GMC,,,,
P1121,TP Sensor Circuit Intermittent High Voltage,GMC,,,,
P1122,TP Sensor Circuit Intermittent Low Voltage,GMC,,,,
P1125,Accelerator Pedal Position (APP) System,GMC,,,,
P1130,HO2S Circuit Low Variance Bank 1 Sensor 1,GMC,,,,
P1131,HO2S Circuit Low Variance Bank 1 Sensor 2,GMC,,,,
P1132,H02S Circuit Low Variance Bank 2 Sensor 1,GMC,,,,
P1133,HO2S Insufficient Switching,GMC,,,,
P1134,HO2S Transition Time Ratio,GMC,,,,
P1135,HO2S Lean Average Bank 1 Sensor 1,GMC,,,,
P1136,HO2S Rich Average Bank 1 Sensor 1,GMC,,,,
P1137,HO2S Bank 1 Sensor 2 Lean Or Low Voltage,GMC,,,,
P1138,HO2S Bank 1 Sensor 2 Rich Or High Voltage,GMC,,,,
P1139,HO2S Insufficient Switching Bank 1 Sensor 2,GMC,,,,
P1140,HO2S Transition Time Ratio Bank 1 Sensor 2,GMC,,,,
P1141,HO2S Bank 1 Sensor 2 Average Voltage Level,GMC,,,,
P1143,HO2S Bank 1 Sensor 3 Lean Or Low Voltage,GMC,,,,
P1144,HO2S Bank 1 Sensor 3 Rich Or High Voltage,GMC,,,,
P1145,HO2S Cross Counts Bank 1 Sensor 3,GMC,,,,
P1153,HO2S Insufficient Switching,GMC,,,,
P1154,HO2S Transition Time Ratio,GMC,,,,
